index,chromosome,start,end,strand,intron_motif,n_cells,gene_id_start,gene_id_end,n_genes,gene_id,gene_name,intron_group,intron_group_size,n_genes_per_intron_group,coeff,abs_coeff,length
EPC1_chr10:32305932-32346762,chr10,32305932,32346762,-,2,2107,ENSG00000120616,ENSG00000120616,1,ENSG00000120616,EPC1,EPC1_chr10_32305932_-,2,1,-0.047051838123080385,0.047051838123080385,40830
CASC15_chr6:21743043-21783631,chr6,21743043,21783631,+,1,605,ENSG00000272168,ENSG00000272168,1,ENSG00000272168,CASC15,CASC15_chr6_21783631_+,3,1,0.06860310394694205,0.06860310394694205,40588
CASC15_chr6:21758535-21783631,chr6,21758535,21783631,+,1,351,ENSG00000272168,ENSG00000272168,1,ENSG00000272168,CASC15,CASC15_chr6_21783631_+,3,1,0.07791043607917532,0.07791043607917532,25096
SELENOH_chr11:57742248-57742862,chr11,57742248,57742862,+,1,8447,ENSG00000211450,ENSG00000211450,1,ENSG00000211450,SELENOH,SELENOH_chr11_57742862_+,2,1,-0.05867860212739367,0.05867860212739367,614
ZMYM1_chr1:35094084-35095818,chr1,35094084,35095818,+,1,303,ENSG00000197056,ENSG00000197056,1,ENSG00000197056,ZMYM1,ZMYM1_chr1_35095818_+,2,1,-0.1184368856608086,0.1184368856608086,1734
KLC1_chr14:103685037-103685637,chr14,103685037,103685637,+,1,2989,ENSG00000126214,ENSG00000126214,1,ENSG00000126214,KLC1,KLC1_chr14_103685637_+,2,1,0.05941949895419267,0.05941949895419267,600
CDKN2AIP_chr4:183445666-183446087,chr4,183445666,183446087,+,1,532,ENSG00000168564,ENSG00000168564,1,ENSG00000168564,CDKN2AIP,CDKN2AIP_chr4_183446087_+,2,1,0.09733973787034408,0.09733973787034408,421
NFIX_chr19:13081856-13090298,chr19,13081856,13090298,+,1,3104,ENSG00000008441,ENSG00000008441,1,ENSG00000008441,NFIX,NFIX_chr19_13090298_+,3,1,-0.06849032702444537,0.06849032702444537,8442
NFIX_chr19:13088137-13090298,chr19,13088137,13090298,+,1,746,ENSG00000008441,ENSG00000008441,1,ENSG00000008441,NFIX,NFIX_chr19_13090298_+,3,1,0.06343060014875317,0.06343060014875317,2161
PBDC1_chrX:76176993-76177615,chrX,76176993,76177615,+,1,2475,ENSG00000102390,ENSG00000102390,1,ENSG00000102390,PBDC1,PBDC1_chrX_76177615_+,2,1,-0.09920337554878245,0.09920337554878245,622
SLC8A1_chr2:40430302-40451459,chr2,40430302,40451459,-,2,122,ENSG00000183023,,1,ENSG00000183023,SLC8A1,SLC8A1_chr2_40430302_-,2,1,0.17934659304498363,0.17934659304498363,21157
CNKSR2_chrX:21516632-21526866,chrX,21516632,21526866,+,1,202,ENSG00000149970,ENSG00000149970,1,ENSG00000149970,CNKSR2,CNKSR2_chrX_21526866_+,2,1,-0.13116408498137733,0.13116408498137733,10234
SPATS2L_chr2:200306923-200329430,chr2,200306923,200329430,+,1,483,ENSG00000196141,ENSG00000196141,1,ENSG00000196141,SPATS2L,SPATS2L_chr2_200329430_+,2,1,-0.09802708872892911,0.09802708872892911,22507
SARAF_chr8:30070060-30073876,chr8,30070060,30073876,-,2,5762,ENSG00000133872,ENSG00000133872,1,ENSG00000133872,SARAF,SARAF_chr8_30070060_-,2,1,0.06005159092399033,0.06005159092399033,3816
HMGN3_chr6:79201727-79202055,chr6,79201727,79202055,-,2,149,ENSG00000118418,,1,ENSG00000118418,HMGN3,HMGN3_chr6_79201727_-,4,1,0.15046014610213881,0.15046014610213881,328
HMGN3_chr6:79201727-79202275,chr6,79201727,79202275,-,2,2281,ENSG00000118418,ENSG00000118418,1,ENSG00000118418,HMGN3,HMGN3_chr6_79201727_-,4,1,-0.08637763158984305,0.08637763158984305,548
SGCB_chr4:52029864-52033430,chr4,52029864,52033430,-,2,1647,ENSG00000163069,ENSG00000163069,1,ENSG00000163069,SGCB,SGCB_chr4_52029864_-,2,1,0.08450318736198524,0.08450318736198524,3566
MLLT10_chr10:21557825-21586293,chr10,21557825,21586293,+,1,235,ENSG00000078403,ENSG00000078403,1,ENSG00000078403,MLLT10,MLLT10_chr10_21586293_+,2,1,-0.10513123692401267,0.10513123692401267,28468
YEATS4_chr12:69365885-69370705,chr12,69365885,69370705,+,1,1278,ENSG00000127337,ENSG00000127337,1,ENSG00000127337,YEATS4,YEATS4_chr12_69370705_+,2,1,-0.08944613972659536,0.08944613972659536,4820
STAU1_chr20:49154072-49165996,chr20,49154072,49165996,-,2,1046,ENSG00000124214,ENSG00000124214,1,ENSG00000124214,STAU1,STAU1_chr20_49154072_-,3,1,0.028151462364071577,0.028151462364071577,11924
STAU1_chr20:49154072-49174194,chr20,49154072,49174194,-,2,1823,ENSG00000124214,ENSG00000124214,1,ENSG00000124214,STAU1,STAU1_chr20_49154072_-,3,1,-0.08590283555275957,0.08590283555275957,20122
CSPP1_chr8:67116123-67118247,chr8,67116123,67118247,+,1,425,ENSG00000104218,ENSG00000104218,1,ENSG00000104218,CSPP1,CSPP1_chr8_67118247_+,2,1,-0.11750584289045246,0.11750584289045246,2124
MPHOSPH9_chr12:123223128-123227462,chr12,123223128,123227462,-,2,377,ENSG00000051825,ENSG00000051825,1,ENSG00000051825,MPHOSPH9,MPHOSPH9_chr12_123223128_-,2,1,-0.12185460425956783,0.12185460425956783,4334
NHSL1_chr6:138572062-138572385,chr6,138572062,138572385,-,2,252,ENSG00000135540,ENSG00000135540,1,ENSG00000135540,NHSL1,NHSL1_chr6_138572062_-,3,1,-0.032514718999614445,0.032514718999614445,323
NHSL1_chr6:138572062-138572441,chr6,138572062,138572441,-,2,191,ENSG00000135540,,1,ENSG00000135540,NHSL1,NHSL1_chr6_138572062_-,3,1,-0.1758292969498896,0.1758292969498896,379
P4HTM_chr3:49006188-49006686,chr3,49006188,49006686,+,1,659,ENSG00000178467,ENSG00000178467,1,ENSG00000178467,P4HTM,P4HTM_chr3_49006686_+,2,1,-0.1166297143095737,0.1166297143095737,498
PCBP1-AS1_chr2:70085625-70085815,chr2,70085625,70085815,-,2,137,ENSG00000179818,ENSG00000179818,1,ENSG00000179818,PCBP1-AS1,PCBP1-AS1_chr2_70085625_-,2,1,-0.1497821856636187,0.1497821856636187,190
LMO7_chr13:75805761-75807479,chr13,75805761,75807479,+,1,143,ENSG00000136153,ENSG00000136153,1,ENSG00000136153,LMO7,LMO7_chr13_75807479_+,2,1,0.1663435917813109,0.1663435917813109,1718
METTL6_chr3:15414163-15415497,chr3,15414163,15415497,-,2,181,ENSG00000206562,ENSG00000206562,1,ENSG00000206562,METTL6,METTL6_chr3_15414163_-,2,1,-0.15222357803565456,0.15222357803565456,1334
RPL17_chr18:49491585-49491735,chr18,49491585,49491735,-,2,328,ENSG00000265681,ENSG00000265681,1,ENSG00000265681,RPL17,RPL17_chr18_49491585_-,5,1,-0.08918799872348274,0.08918799872348274,150
RPL17_chr18:49491585-49491819,chr18,49491585,49491819,-,2,162,ENSG00000265681,,1,ENSG00000265681,RPL17,RPL17_chr18_49491585_-,5,1,0.08495484304385567,0.08495484304385567,234
RPL17_chr18:49491585-49492274,chr18,49491585,49492274,-,2,249,ENSG00000265681,ENSG00000265681,1,ENSG00000265681,RPL17,RPL17_chr18_49491585_-,5,1,-0.06054935112009158,0.06054935112009158,689
NSG1_chr4:4387174-4387603,chr4,4387174,4387603,+,1,5516,ENSG00000168824,ENSG00000168824,1,ENSG00000168824,NSG1,NSG1_chr4_4387603_+,2,1,0.040413341313053,0.040413341313053,429
UBC_chr12:124913268-124913495,chr12,124913268,124913495,-,2,435,ENSG00000150991,ENSG00000150991,1,ENSG00000150991,UBC,UBC_chr12_124913268_-,2,1,-0.06803877584308238,0.06803877584308238,227
LIMCH1_chr4:41613099-41613465,chr4,41613099,41613465,+,1,1096,ENSG00000064042,ENSG00000064042,1,ENSG00000064042,LIMCH1,LIMCH1_chr4_41613465_+,2,1,0.054971695550391546,0.054971695550391546,366
ANAPC16_chr10:72216139-72223887,chr10,72216139,72223887,+,1,462,ENSG00000166295,ENSG00000166295,1,ENSG00000166295,ANAPC16,ANAPC16_chr10_72223887_+,3,1,-0.08680290609544114,0.08680290609544114,7748
EEF1A1_chr6:73518265-73518353,chr6,73518265,73518353,-,2,51392,ENSG00000156508,ENSG00000156508,1,ENSG00000156508,EEF1A1,EEF1A1_chr6_73518265_-,6,1,-0.023258605148454903,0.023258605148454903,88
EEF1A1_chr6:73518265-73518960,chr6,73518265,73518960,-,2,363,ENSG00000156508,,1,ENSG00000156508,EEF1A1,EEF1A1_chr6_73518265_-,6,1,0.13111846279218278,0.13111846279218278,695
EEF1A1_chr6:73518265-73519336,chr6,73518265,73519336,-,2,235,ENSG00000156508,ENSG00000156508,1,ENSG00000156508,EEF1A1,EEF1A1_chr6_73518265_-,6,1,0.01721672322347459,0.01721672322347459,1071
TRMT9B_chr8:13012858-13021007,chr8,13012858,13021007,+,1,374,ENSG00000250305,ENSG00000250305,1,ENSG00000250305,TRMT9B,TRMT9B_chr8_13021007_+,2,1,0.11342481328344207,0.11342481328344207,8149
ZNF678_chr1:227582607-227646543,chr1,227582607,227646543,+,1,216,ENSG00000181450,ENSG00000181450,1,ENSG00000181450,ZNF678,ZNF678_chr1_227646543_+,2,1,-0.13662182987494734,0.13662182987494734,63936
AL050309.1_chrX:55986225-56014844,chrX,55986225,56014844,+,1,164,ENSG00000227486,ENSG00000227486,1,ENSG00000227486,AL050309.1,AL050309.1_chrX_56014844_+,2,1,0.14893629396525457,0.14893629396525457,28619
CA11_chr19:48638145-48638239,chr19,48638145,48638239,-,2,137,ENSG00000063180,ENSG00000063180,1,ENSG00000063180,CA11,CA11_chr19_48638145_-,2,1,-0.1362949507129527,0.1362949507129527,94
FAM219B_chr15:74905232-74906277,chr15,74905232,74906277,-,2,305,ENSG00000178761,ENSG00000178761,1,ENSG00000178761,FAM219B,FAM219B_chr15_74905232_-,2,1,-0.1269653625396017,0.1269653625396017,1045
SLC7A6_chr16:68266722-68274690,chr16,68266722,68274690,+,1,190,ENSG00000103064,ENSG00000103064,1,ENSG00000103064,SLC7A6,SLC7A6_chr16_68274690_+,2,1,-0.16297790380723726,0.16297790380723726,7968
CDKN3_chr14:54399977-54401523,chr14,54399977,54401523,+,1,608,ENSG00000100526,ENSG00000100526,1,ENSG00000100526,CDKN3,CDKN3_chr14_54401523_+,2,1,0.0879891931442583,0.0879891931442583,1546
MARS_chr12:57516159-57516244,chr12,57516159,57516244,+,1,125,ENSG00000166986,ENSG00000166986,1,ENSG00000166986,MARS,MARS_chr12_57516244_+,2,1,0.1223618259225878,0.1223618259225878,85
BPTF_chr17:67946326-67947725,chr17,67946326,67947725,+,1,1337,ENSG00000171634,ENSG00000171634,1,ENSG00000171634,BPTF,BPTF_chr17_67947725_+,2,1,0.05198008146030016,0.05198008146030016,1399
RBPJ_chr4:26321049-26386352,chr4,26321049,26386352,+,1,3366,ENSG00000168214,ENSG00000168214,1,ENSG00000168214,RBPJ,RBPJ_chr4_26386352_+,4,1,-0.0012764898555848725,0.0012764898555848725,65303
RBPJ_chr4:26321872-26386352,chr4,26321872,26386352,+,1,132,ENSG00000168214,ENSG00000168214,1,ENSG00000168214,RBPJ,RBPJ_chr4_26386352_+,4,1,0.08347700263997218,0.08347700263997218,64480
RBPJ_chr4:26362629-26386352,chr4,26362629,26386352,+,1,1561,ENSG00000168214,ENSG00000168214,1,ENSG00000168214,RBPJ,RBPJ_chr4_26386352_+,4,1,-0.08710779454218456,0.08710779454218456,23723
FIP1L1_chr4:53414723-53425871,chr4,53414723,53425871,+,1,676,ENSG00000145216,ENSG00000145216,1,ENSG00000145216,FIP1L1,FIP1L1_chr4_53425871_+,2,1,0.08827164363679,0.08827164363679,11148
GTPBP8_chr3:112993125-112995134,chr3,112993125,112995134,+,1,396,ENSG00000163607,ENSG00000163607,1,ENSG00000163607,GTPBP8,GTPBP8_chr3_112995134_+,2,1,-0.11075195121058186,0.11075195121058186,2009
NDUFB4_chr3:120596647-120601110,chr3,120596647,120601110,+,1,263,ENSG00000065518,ENSG00000065518,1,ENSG00000065518,NDUFB4,NDUFB4_chr3_120601110_+,2,1,0.08452926801438487,0.08452926801438487,4463
UBE2L6_chr11:57560433-57567584,chr11,57560433,57567584,-,2,900,ENSG00000156587,ENSG00000156587,1,ENSG00000156587,UBE2L6,UBE2L6_chr11_57560433_-,2,1,-0.07211811648962171,0.07211811648962171,7151
TMEM106C_chr12:47963705-47964208,chr12,47963705,47964208,+,1,225,ENSG00000134291,ENSG00000134291,1,ENSG00000134291,TMEM106C,TMEM106C_chr12_47964208_+,2,1,-0.0909811021365266,0.0909811021365266,503
FAM228B_chr2:24167684-24169355,chr2,24167684,24169355,+,1,206,ENSG00000219626,ENSG00000219626,1,ENSG00000219626,FAM228B,FAM228B_chr2_24169355_+,2,1,-0.12752287650347072,0.12752287650347072,1671
PDE4D_chr5:59215969-59430293,chr5,59215969,59430293,-,2,216,ENSG00000113448,ENSG00000113448,1,ENSG00000113448,PDE4D,PDE4D_chr5_59215969_-,3,1,-0.1293424707650622,0.1293424707650622,214324
ZC3H13_chr13:46045517-46051931,chr13,46045517,46051931,-,2,345,ENSG00000123200,ENSG00000123200,1,ENSG00000123200,ZC3H13,ZC3H13_chr13_46045517_-,3,1,0.11587108416895203,0.11587108416895203,6414
ZC3H13_chr13:46045517-46052403,chr13,46045517,46052403,-,2,1000,ENSG00000123200,ENSG00000123200,1,ENSG00000123200,ZC3H13,ZC3H13_chr13_46045517_-,3,1,0.013399058718893297,0.013399058718893297,6886
TRMU_chr22:46343369-46346421,chr22,46343369,46346421,+,1,209,ENSG00000100416,ENSG00000100416,1,ENSG00000100416,TRMU,TRMU_chr22_46346421_+,2,1,-0.1389385706789074,0.1389385706789074,3052
ATP7A_chrX:77962815-77971620,chrX,77962815,77971620,+,1,140,ENSG00000165240,ENSG00000165240,1,ENSG00000165240,ATP7A,ATP7A_chrX_77971620_+,2,1,0.1767821789701677,0.1767821789701677,8805
IFT20_chr17:28331988-28332145,chr17,28331988,28332145,-,2,1356,ENSG00000109083,ENSG00000109083,1,ENSG00000109083,IFT20,IFT20_chr17_28331988_-,2,1,0.06472748449784542,0.06472748449784542,157
CAAP1_chr9:26887514-26892258,chr9,26887514,26892258,-,2,185,ENSG00000120159,ENSG00000120159,1,ENSG00000120159,CAAP1,CAAP1_chr9_26887514_-,2,1,0.11336747661436146,0.11336747661436146,4744
NOL8_chr9:92324210-92325179,chr9,92324210,92325179,-,2,363,ENSG00000198000,ENSG00000198000,1,ENSG00000198000,NOL8,NOL8_chr9_92324210_-,2,1,0.10508094147994655,0.10508094147994655,969
PIGX_chr3:196726772-196727922,chr3,196726772,196727922,+,1,259,ENSG00000163964,ENSG00000163964,1,ENSG00000163964,PIGX,PIGX_chr3_196727922_+,2,1,0.10179729031366468,0.10179729031366468,1150
SRSF6_chr20:43459421-43459770,chr20,43459421,43459770,+,1,153,ENSG00000124193,ENSG00000124193,1,ENSG00000124193,SRSF6,SRSF6_chr20_43459770_+,2,1,-0.15892828130720882,0.15892828130720882,349
ACTR10_chr14:58202928-58207935,chr14,58202928,58207935,+,1,5669,ENSG00000131966,ENSG00000131966,1,ENSG00000131966,ACTR10,ACTR10_chr14_58207935_+,2,1,0.11558669371749089,0.11558669371749089,5007
MSRA_chr8:10301432-10301533,chr8,10301432,10301533,+,1,121,,ENSG00000175806,1,ENSG00000175806,MSRA,MSRA_chr8_10301533_+,2,1,0.14308474317006456,0.14308474317006456,101
MAST2_chr1:45865140-45882363,chr1,45865140,45882363,+,1,143,,ENSG00000086015,1,ENSG00000086015,MAST2,MAST2_chr1_45882363_+,2,1,0.16743889030145345,0.16743889030145345,17223
MIR99AHG_chr21:16070568-16071113,chr21,16070568,16071113,+,1,1176,ENSG00000215386,ENSG00000215386,1,ENSG00000215386,MIR99AHG,MIR99AHG_chr21_16071113_+,3,1,-0.024754676079277463,0.024754676079277463,545
MIR99AHG_chr21:16070893-16071113,chr21,16070893,16071113,+,1,360,ENSG00000215386,ENSG00000215386,1,ENSG00000215386,MIR99AHG,MIR99AHG_chr21_16071113_+,3,1,-0.09353632355941728,0.09353632355941728,220
GUCY1A1_chr4:155667200-155667345,chr4,155667200,155667345,+,1,134,ENSG00000164116,ENSG00000164116,1,ENSG00000164116,GUCY1A1,GUCY1A1_chr4_155667345_+,3,1,0.17456938963280128,0.17456938963280128,145
PDE4D_chr5:58993466-58999488,chr5,58993466,58999488,-,2,324,ENSG00000113448,ENSG00000113448,1,ENSG00000113448,PDE4D,PDE4D_chr5_58993466_-,2,1,-0.12286454930671066,0.12286454930671066,6022
ANO4_chr12:100922331-100939314,chr12,100922331,100939314,+,1,207,ENSG00000151572,ENSG00000151572,1,ENSG00000151572,ANO4,ANO4_chr12_100939314_+,2,1,0.1271054572838354,0.1271054572838354,16983
XRN2_chr20:21326407-21326489,chr20,21326407,21326489,+,1,4166,ENSG00000088930,ENSG00000088930,1,ENSG00000088930,XRN2,XRN2_chr20_21326489_+,2,1,-0.10720628445455346,0.10720628445455346,82
WSB1_chr17:27307920-27309099,chr17,27307920,27309099,+,1,402,,ENSG00000109046,1,ENSG00000109046,WSB1,WSB1_chr17_27309099_+,2,1,0.07648473344025465,0.07648473344025465,1179
COPS4_chr4:83073354-83075296,chr4,83073354,83075296,+,1,234,ENSG00000138663,ENSG00000138663,1,ENSG00000138663,COPS4,COPS4_chr4_83075296_+,2,1,0.08840751043266441,0.08840751043266441,1942
TMEM70_chr8:73979172-73981154,chr8,73979172,73981154,+,1,246,ENSG00000175606,ENSG00000175606,1,ENSG00000175606,TMEM70,TMEM70_chr8_73981154_+,2,1,0.09721273048383194,0.09721273048383194,1982
DNAJA1_chr9:33025925-33026474,chr9,33025925,33026474,+,1,285,,ENSG00000086061,1,ENSG00000086061,DNAJA1,DNAJA1_chr9_33026474_+,2,1,0.07838392319304358,0.07838392319304358,549
TXNDC17_chr17:6641153-6641752,chr17,6641153,6641752,+,3,654,ENSG00000129235,ENSG00000129235,1,ENSG00000129235,TXNDC17,TXNDC17_chr17_6641752_+,3,1,0.09248356329120962,0.09248356329120962,599
TXNDC17_chr17:6641228-6641752,chr17,6641228,6641752,+,1,4204,ENSG00000129235,ENSG00000129235,1,ENSG00000129235,TXNDC17,TXNDC17_chr17_6641752_+,3,1,0.022324673077619258,0.022324673077619258,524
TTC32_chr2:19898036-19901475,chr2,19898036,19901475,-,2,213,ENSG00000183891,,1,ENSG00000183891,TTC32,TTC32_chr2_19898036_-,2,1,0.12624706288246448,0.12624706288246448,3439
RPS3A_chr4:151104287-151104471,chr4,151104287,151104471,+,1,48897,ENSG00000145425,ENSG00000145425,1,ENSG00000145425,RPS3A,RPS3A_chr4_151104471_+,2,1,-0.06382382545413974,0.06382382545413974,184
HTRA2_chr2:74532715-74532819,chr2,74532715,74532819,+,1,1042,ENSG00000115317,ENSG00000115317,1,ENSG00000115317,HTRA2,HTRA2_chr2_74532819_+,2,1,0.09632793881680625,0.09632793881680625,104
GRIA2_chr4:157221131-157221666,chr4,157221131,157221666,+,1,4423,ENSG00000120251,ENSG00000120251,1,ENSG00000120251,GRIA2,GRIA2_chr4_157221666_+,3,1,0.07634522778620584,0.07634522778620584,535
GRIA2_chr4:157221543-157221666,chr4,157221543,157221666,+,1,140,ENSG00000120251,ENSG00000120251,1,ENSG00000120251,GRIA2,GRIA2_chr4_157221666_+,3,1,-0.17553041838096917,0.17553041838096917,123
FEZ2_chr2:36558514-36560784,chr2,36558514,36560784,-,2,265,ENSG00000171055,ENSG00000171055,1,ENSG00000171055,FEZ2,FEZ2_chr2_36558514_-,2,1,0.1275397272330934,0.1275397272330934,2270
LAMTOR4_chr7:100149580-100153399,chr7,100149580,100153399,+,1,3556,ENSG00000188186,ENSG00000188186,1,ENSG00000188186,LAMTOR4,LAMTOR4_chr7_100153399_+,3,1,-0.10512205644268996,0.10512205644268996,3819
LAMTOR4_chr7:100152758-100153399,chr7,100152758,100153399,+,1,165,ENSG00000188186,ENSG00000188186,1,ENSG00000188186,LAMTOR4,LAMTOR4_chr7_100153399_+,3,1,0.03470586346728724,0.03470586346728724,641
SNHG17_chr20:38434627-38435026,chr20,38434627,38435026,-,2,180,ENSG00000196756,ENSG00000196756,1,ENSG00000196756,SNHG17,SNHG17_chr20_38434627_-,2,1,-0.11451230454210252,0.11451230454210252,399
PTPRD_chr9:10341018-10612397,chr9,10341018,10612397,-,2,3826,ENSG00000153707,ENSG00000153707,1,ENSG00000153707,PTPRD,PTPRD_chr9_10341018_-,2,1,0.07427136566763726,0.07427136566763726,271379
SCFD1_chr14:30628280-30630476,chr14,30628280,30630476,+,1,1570,ENSG00000092108,ENSG00000092108,1,ENSG00000092108,SCFD1,SCFD1_chr14_30630476_+,2,1,-0.05339061288980686,0.05339061288980686,2196
EPHA5_chr4:65420566-65490376,chr4,65420566,65490376,-,2,1103,ENSG00000145242,ENSG00000145242,1,ENSG00000145242,EPHA5,EPHA5_chr4_65420566_-,3,1,-0.11956461350274683,0.11956461350274683,69810
EPHA5_chr4:65420566-65495387,chr4,65420566,65495387,-,2,239,ENSG00000145242,ENSG00000145242,1,ENSG00000145242,EPHA5,EPHA5_chr4_65420566_-,3,1,0.08515624421840193,0.08515624421840193,74821
TCF25_chr16:89878628-89883350,chr16,89878628,89883350,+,1,879,ENSG00000141002,ENSG00000141002,1,ENSG00000141002,TCF25,TCF25_chr16_89883350_+,2,1,0.04570293206364985,0.04570293206364985,4722
FAN1_chr15:30904012-30904511,chr15,30904012,30904511,+,1,231,ENSG00000198690,ENSG00000198690,1,ENSG00000198690,FAN1,FAN1_chr15_30904511_+,3,1,-0.14184009292053054,0.14184009292053054,499
SIGIRR_chr11:406539-406842,chr11,406539,406842,-,2,632,ENSG00000185187,ENSG00000185187,1,ENSG00000185187,SIGIRR,SIGIRR_chr11_406539_-,2,1,-0.0843367195970292,0.0843367195970292,303
C7orf50_chr7:1010144-1028257,chr7,1010144,1028257,-,2,1006,ENSG00000146540,ENSG00000146540,1,ENSG00000146540,C7orf50,C7orf50_chr7_1010144_-,2,1,-0.06765887414898265,0.06765887414898265,18113
RPL17_chr18:49491446-49491531,chr18,49491446,49491531,-,2,40784,ENSG00000265681,ENSG00000265681,1,ENSG00000265681,RPL17,RPL17_chr18_49491446_-,2,1,0.07579753207666826,0.07579753207666826,85
AASDHPPT_chr11:106090679-106091315,chr11,106090679,106091315,+,1,2718,ENSG00000149313,ENSG00000149313,1,ENSG00000149313,AASDHPPT,AASDHPPT_chr11_106091315_+,2,1,0.1078362591520021,0.1078362591520021,636
SHARPIN_chr8:144098995-144099080,chr8,144098995,144099080,-,2,729,ENSG00000179526,ENSG00000179526,1,ENSG00000179526,SHARPIN,SHARPIN_chr8_144098995_-,2,1,-0.08497860031069687,0.08497860031069687,85
SVIL_chr10:29686652-29731802,chr10,29686652,29731802,-,2,193,ENSG00000197321,,1,ENSG00000197321,SVIL,SVIL_chr10_29686652_-,3,1,-0.0947359471474877,0.0947359471474877,45150
IMMP1L_chr11:31433571-31456259,chr11,31433571,31456259,-,2,286,ENSG00000148950,ENSG00000148950,1,ENSG00000148950,IMMP1L,IMMP1L_chr11_31433571_-,3,1,-0.07373216328495114,0.07373216328495114,22688
PDE4D_chr5:59468436-59586328,chr5,59468436,59586328,-,2,385,,ENSG00000113448,1,ENSG00000113448,PDE4D,PDE4D_chr5_59468436_-,2,1,0.1431481154999619,0.1431481154999619,117892
AP1AR_chr4:112263087-112265008,chr4,112263087,112265008,+,1,223,ENSG00000138660,ENSG00000138660,1,ENSG00000138660,AP1AR,AP1AR_chr4_112265008_+,2,1,-0.12285506941160476,0.12285506941160476,1921
BEX1_chrX:103063732-103063867,chrX,103063732,103063867,-,2,158,ENSG00000133169,,1,ENSG00000133169,BEX1,BEX1_chrX_103063732_-,2,1,-0.10735622121477632,0.10735622121477632,135
SPATS2_chr12:49371291-49460769,chr12,49371291,49460769,+,1,2359,ENSG00000123352,ENSG00000123352,1,ENSG00000123352,SPATS2,SPATS2_chr12_49460769_+,2,1,0.06317826572638341,0.06317826572638341,89478
NMRAL1_chr16:4474167-4474409,chr16,4474167,4474409,-,2,242,ENSG00000153406,ENSG00000153406,1,ENSG00000153406,NMRAL1,NMRAL1_chr16_4474167_-,3,1,-0.13085513485266853,0.13085513485266853,242
NMRAL1_chr16:4474167-4474422,chr16,4474167,4474422,-,2,183,ENSG00000153406,ENSG00000153406,1,ENSG00000153406,NMRAL1,NMRAL1_chr16_4474167_-,3,1,0.031903705961880524,0.031903705961880524,255
NLGN1_chr3:173398064-173604278,chr3,173398064,173604278,+,1,215,ENSG00000169760,ENSG00000169760,1,ENSG00000169760,NLGN1,NLGN1_chr3_173604278_+,3,1,-0.07139453322278466,0.07139453322278466,206214
NLGN1_chr3:173585035-173604278,chr3,173585035,173604278,+,1,245,ENSG00000169760,ENSG00000169760,1,ENSG00000169760,NLGN1,NLGN1_chr3_173604278_+,3,1,-0.09758828743314742,0.09758828743314742,19243
RNF146_chr6:127286178-127286615,chr6,127286178,127286615,+,1,732,ENSG00000118518,ENSG00000118518,1,ENSG00000118518,RNF146,RNF146_chr6_127286615_+,2,1,0.06606093543027884,0.06606093543027884,437
BCL11A_chr2:60452667-60460681,chr2,60452667,60460681,-,2,302,ENSG00000119866,ENSG00000119866,1,ENSG00000119866,BCL11A,BCL11A_chr2_60452667_-,2,1,0.0840637900498447,0.0840637900498447,8014
